,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels,newDevelopmentFinished
934,9,102756848,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/4a/02/1166271745.jpg,60,695000.0,chalet,sale,449.0,6,4,Puerto de Galapagar-Las Cuestas,Madrid,Galapagar,es,40.5502562,-3.9887002,False,https://www.idealista.com/inmueble/102756848/,26993,"ENCANTADOR CHALET a la venta en LOS RANCHOS (Galapagar). ALLEGRO INMOBILIARIA tiene el gusto de ofrecerle esta ACOGEDORA y SINGULAR VIVIENDA, con aire de CABAÑA DE MONTAÑA ubicada en la sierra Noroeste de Madrid. Construida sobre una PRECIOSA PARCELA de 5.150m2 con PISCINA, cancha de TENIS, ALJIBES q recogen el agua de lluvia para riego de jardín, casita de piedra para usos variados, el jardín resulta como un BOSQUE ENCANTADO entre grandes piedras de granito, pinos, jaras y encinas. La casa proyectada como una gran cabaña destaca por estar forrada de materiales CÁLIDOS como la MADERA y la piedra de GRANITO. Destaca su TECHO a dos aguas. La vivienda se desarrolla principalmente en 2 plantas aunque la completan el garaje en la planta baja con vestuario y trasteros y una AMPLIA BUHARDILLA DIÁFANA bajo el tejado. En la primera planta tras un AMPLIO PORCHE con BONITAS VISTAS entramos por un Hall desde el que se accede al SALÓN principal con zona de estar con CHIMENEA de LEÑA, comedor y salida a otra TERRAZA. La COCINA tiene salida directa al jardín y un dormitorio de servicio en suite, y Despensa. En esta planta también se encuentran el DORMITORIO PRINCIPAL en suite y otros 2 dormitorios con su baño compartido. En la segunda planta destacar otro acogedor SALÓN de altos techos, con chimenea y MARAVILLOSA TERRAZA desde la que disfrutar del entrono y las vistas de la zona. Esta planta, dispone además, de otra gran suite con 2 estancias y su baño, y otro dormitorio también con terraza. La casa fue construida en 1968 y adaptada a sus nuevos propietarios en 1988, la calefacción es eléctrica, dispone de fosa séptica.  Gastos de Comunidad 110€/mes e IBI 1.600€ al año. Los alrededores de la vivienda invitan al paseo y a disfrutar de la naturaleza.",False,good,False,1548.0,{'typology': 'chalet'},"{'subtitle': 'Puerto de Galapagar-Las Cuestas, Galapagar', 'title': 'Chalet'}",True,False,True,False,,False,False,XAL_615,,,Puerto de Galapagar-Las Cuestas,,,,,
935,10,102404372,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/2d/e2/1154552309.jpg,23,238000.0,chalet,sale,221.0,4,3,Ugena,Toledo,Ugena,es,40.1875983,-3.882317,False,https://www.idealista.com/inmueble/102404372/,35097,"INMOBILIARIA HABESCON gestiona venta y ALQUILER CON OPCION COMPRA, de chalet pareado de tres plantas, planta primera salón, cocina, baño completo y garaje. Planta segunda tres dormitorios y baño, buhardilla con baño, suelos de gres, puertas en roble, ventanas de aluminio blanco, calefacción de gas, pintura gotelé, dispone de jardin y piscina. A 5  minutos de la M-407 que enlaza con principales carretera, esta en una urbanización tranquila de Ugena, dispone de líneas de autobuses. No dude en visitarlo, le ayudamos con su financiación. Condiciones de ALQUILER OPCION COMPRA 20.000€ de entrada, y 1.000€ mensuales en dos años.",False,good,False,1077.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Ugena', 'title': 'Chalet pareado'}",True,False,True,False,,False,False,VCU-005,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
936,11,101305374,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/5d/af/1117974003.jpg,69,186000.0,flat,sale,44.0,1,1,"Calle Saturno, 42",Madrid,Madrid,es,40.4734048,-3.5792216,True,https://www.idealista.com/obra-nueva/101305374/,9307,"Edificio residencial de seis viviendas terminada en el casco histórico Barajas, junto al metro de Barajas y la plaza del pueblo. El edificio da a dos calles, la entrada principal se encuentra situada por la calle Saturno 42 y la fachada trasera a la calle Trópico nº 7.  Edificio de tres plantas sobre rasante y una planta bajo rasante, compuesta por •Un apartamento, •Cuatro viviendas de un dormitorio •Una vivienda duplex de dos dormitorios y dos baños. Cada vivienda tiene asociado un trastero situado en planta sótano.",False,newdevelopment,True,4227.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico de Barajas, Madrid', 'title': 'Piso en Calle Saturno, 42'}",True,False,False,False,,False,False,BAJO B,bj,True,Barajas,Casco Histórico de Barajas,False,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",True
937,12,101305375,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/47/11/1117974418.jpg,70,299000.0,duplex,sale,80.0,2,2,"Calle Saturno, 42",Madrid,Madrid,es,40.4734048,-3.5792216,True,https://www.idealista.com/obra-nueva/101305375/,9307,"Edificio residencial de seis viviendas terminada en el casco histórico Barajas, junto al metro de Barajas y la plaza del pueblo. El edificio da a dos calles, la entrada principal se encuentra situada por la calle Saturno 42 y la fachada trasera a la calle Trópico nº 7.  Edificio de tres plantas sobre rasante y una planta bajo rasante, compuesta por •Un apartamento, •Cuatro viviendas de un dormitorio •Una vivienda duplex de dos dormitorios y dos baños. Cada vivienda tiene asociado un trastero situado en planta sótano.",False,newdevelopment,True,3738.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Casco Histórico de Barajas, Madrid', 'title': 'Dúplex en Calle Saturno, 42'}",True,False,False,False,,False,False,SEGUNDO A,2,True,Barajas,Casco Histórico de Barajas,False,,,True
938,13,88840112,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/48/5a/1141885169.jpg,24,140000.0,chalet,sale,94.0,3,2,Pelayos de la Presa,Madrid,Pelayos de la Presa,es,40.360057,-4.3360387,False,https://www.idealista.com/inmueble/88840112/,56054,"Tucasavip vende chalet adosado de 94 m2 en Pelayos de la Presa.  Dispone de dos plantas, salón con chimenea, cocina amueblada, 3 dormitorios, 2 cuartos de baño, terraza, porche, trastero y un estupendo patio. Muy bien ubicado en zona tranquila, permite ir andando a cualquier sitio ya que está cercano a todos los servicios. Ven y VISÍTALO.",False,good,False,1489.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Pelayos de la Presa', 'title': 'Chalet adosado'}",True,False,True,False,,False,False,1093,,,,,,,,
939,14,102788547,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/6c/e5/1174676534.jpg,34,299000.0,flat,sale,66.0,1,1,Calle de Romero Robledo,Madrid,Madrid,es,40.4326914,-3.7201647,False,https://www.idealista.com/inmueble/102788547/,4614,"Presentamos en exclusiva este apartamento ubicado en mejor área de argüelles. Edificio típico de la zona. Portero. Para entrar a vivir. ¡IDEAL INVERSORES! . Actualmente funcionando como oficina. ESTE PISO ES ESPECIAL PORQUE: Su situación es privilegiada. A un paso de la calle Princesa, del Paseo Pintor Rosales y del Parque del Oeste. Enfrente del Ministerio del Ejército del Aire. Zona tranquila y a su vez muy bien comunicada. DISTRIBUCIÓN: Según entramos nos encontramos con un hall y a la derecha un gran armario empotrado. A continuación tenemos una cocina americana totalmente equipada y llegamos al salón con dos ventanales. De frente está el cuarto de baño completo y llegamos al dormitorio también con ventanas y un armario empotrado. A todo esto hay que añadir que el inmueble tiene un patio de uso y disfrute de unos 17 metros. ES IMPORTANTE SABER QUE: El apartamento da juego para personas independientes que quieran vivir en la zona y también para todo aquel que quiera sacarle rentabilidad con el alquiler turístico por su fantástica ubicación. COMUNICACIONES: Amplia red de transporte público de autobuses y metro en la calle Princesa. Metro más cercano Moncloa. Acceso directo en coche a la A-6 (Carretera de la Coruña) y Universidad Complutense. Al lado del Parque del Oeste y Templo de Debod. OCIO Y SERVICIOS: Cantidad de tiendas de ropa, restaurantes y el Corte Inglés en la calle Princesa.",False,good,False,4530.0,{'typology': 'flat'},"{'subtitle': 'Argüelles, Madrid', 'title': 'Piso en Calle de Romero Robledo'}",True,False,False,False,,False,False,05012,bj,False,Moncloa,Argüelles,True,,,
940,15,97871197,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/03/c0/993437890.jpg,6,168046.0,flat,sale,53.0,1,1,"SAN CIPRIANO, 67",Madrid,Madrid,es,40.4026252,-3.5973067,True,https://www.idealista.com/inmueble/97871197/,10528,"""GARSIERRA. Piso de 1 dormitorio, 1 baño completo, salón-comedor, cocina independiente y terraza. Zona residencial con todos los servicios en el entorno. Buenas comunicaciones. NO COBRAMOS COMISIÓN. POSIBILIDAD DE FINANCIACIÓN. "". "". "". "". "". "". "". "". "". "". "". "". "". "". "". "". "". "". "".",False,good,False,3171.0,{'typology': 'flat'},"{'subtitle': 'Valdebernardo - Valderrivas, Madrid', 'title': 'Piso en San Cipriano, 67'}",False,False,False,False,,False,False,SAN CIPRIANO,4,True,Vicálvaro,Valdebernardo - Valderrivas,True,,,
941,16,96233402,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/d7/85/1175396941.jpg,20,161000.0,flat,sale,80.0,3,1,Calle Juan Salas,Madrid,Madrid,es,40.3818502,-3.7054189,False,https://www.idealista.com/inmueble/96233402/,9537,"La vivienda se distribuye en tres habitaciones, salón-comedor, cocina, un baño y un balcón. Cuenta con todos los servicios necesarios a su alrededor, escuelas, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, la estación de metro Usera y la estación de tren Doce de Octubre.  En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a Autopista de Circunvalación M-30.",True,good,False,2013.0,{'typology': 'flat'},"{'subtitle': 'Pradolongo, Madrid', 'title': 'Piso en Calle Juan Salas'}",True,False,False,False,,False,False,52708584,2,True,Usera,Pradolongo,False,,,
942,17,102791874,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/04/e5/1167461910.jpg,55,335000.0,flat,sale,132.0,4,2,Calle de la Tacona,Madrid,Madrid,es,40.399111,-3.6420849,False,https://www.idealista.com/inmueble/102791874/,8495,"Inmobiliaria VOhome propiedades Moratalaz vende piso en zona Fontarrón.  Vivienda para reformar y poner a tu gusto, está compuesta de 4 dormitorios, amplio salón independiente, cocina, 1 baño completo, 1 aseo y 3 terrazas, una de ellas acristalada. Finca señorial con calefacción central, portero físico y 2 ascensores. Portal sin barreras arquitectónicas con elevador que salva los peldaños del portal.  Vivienda en la última planta del edificio con increíbles vistas y muy luminosa, además de su doble orientación que la permite una ventilación cruzada.  Situada frente a la comisaría de Policía Distrito Moratalaz y Dirección General de la Policía. Diferentes servicios, diversa oferta educativa como el colegio Tajamar, a 10 minutos y, CEIP Menéndez Pidal. Muy bien comunicada a 8 minutos andando de la estación de metro Pavones (línea 9), paradas de autobús 142, 144 y 8 y excelente acceso a M30, A3, M40, M45 y M50.  Llame para concertar su cita al 91_032_73_67 y visite sin ningún compromiso.  Disponemos de servicio de asesoramiento financiero. *En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría - gestoría / registro/ intermediación inmobiliaria y/o financiera) Horario de oficina de Lunes a Viernes de 10:00 a 14:00 y de 17:00 a 21:00. Sábados de 10:00 a 14:00 horas. Avda. de Moratalaz nº 92 28030.",True,renew,False,2538.0,{'typology': 'flat'},"{'subtitle': 'Fontarrón, Madrid', 'title': 'Piso en Calle de la Tacona'}",True,False,True,False,,False,False,171406,11,True,Moratalaz,Fontarrón,True,,,
943,18,102284986,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/63/cf/26/1171444522.jpg,37,1120000.0,penthouse,sale,227.0,4,3,barrio Aravaca,Madrid,Madrid,es,40.4630445,-3.7805509,False,https://www.idealista.com/inmueble/102284986/,7763,"Esplendido atico en el corazon de Aravaca Engel&Völkers vende en Aravaca espléndido ático dúplex de 227 m2 construidos más terraza de 130 metros aproximadamente en urbanización Levitt con vigilancia 24h; Destacar sus preciosas zonas verdes con grandes árboles y piscina y su inmejorable ubicación por su cercanía al pueblo y a dos de las nuevas urbanizaciones más singulares y exclusivas de toda la zona, lo que sin duda sera muy positivo en terminos de imagen y revalorización. La vivienda de dos plantas se distribuye de la siguiente manera: Planta principal con hall de entrada, amplia cocina con office y zona de lavandería independiente. Salón comedor con chimenea y tres grandes dormitorios con sus cuartos de baño en suite. Grandes armarios empotrados en los dormitorios y pasillo de acceso. Segunda planta de 130 m2 con cerramiento abatible de 80 m2 aproximadamente con múltiples usos y posibilidades de distribución en función de las necesidades de la familia y magnifica terraza de 50 m2 con orientación sur oeste y vistas despejadas.  Toda la casa es exterior, estrechamente ligada a la naturaleza de sus zonas comunes y muy luminosa. La vivienda incluye un trastero y dos plazas de garaje. ¡Si quiere vivir en un entorno privilegiado con todos los servicios caminando desde casa, no deje de visitarla! Esta vivienda de diseño está situada en el centro del municipio de Aravaca, barrio del municipio Madrid perteneciente al distrito de Moncloa-Aravaca, colindante con los barrios de Valdemarín y El Plantío, así como con el municipio de Pozuelo de Alarcón todos ellos demandados por su exclusividad, privacidad y seguridad. A la vez que por su cercanía al centro de Madrid con cómodos accesos a través de las autovías interurbanas A-6, M-500 y M-40, cuenta con una ubicación envidiable, con comunicación directa a través de líneas de autobuses y estación de trenes de cercanía. Entre los lugares más destacados que forman parte de este distrito podemos mencionar: la Casa de Campo y el Palacio de la Moncloa, así como las facultades de una de las universidades más importantes del país y los colegios privados e internacionales con más prestigio de la ciudad de Madrid. En materia de sanidad cuenta con uno de los hospitales con mayor calidad de España, clínica La Zarzuela. Sin duda alguna podemos decir que es el enclave perfecto para vivir con una gran calidad de vida, con todos los servicios cerca y rodeados de naturaleza.",False,good,False,4934.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Aravaca, Madrid', 'title': 'Ático'}",False,False,False,False,,False,False,W-02S9OC,,True,Moncloa,Aravaca,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
944,19,102369991,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/6f/30/1160874764.jpg,20,185000.0,flat,sale,91.0,3,1,"Calle de Puerto Rico, 7",Madrid,Colmenar Viejo,es,40.661019,-3.7722205,True,https://www.idealista.com/inmueble/102369991/,22723,"IFRALA Inmobiliaria, Pone a su alcance este fantástico piso Reformado en el centro de Colmenar Viejo, con todos los servicios y al lado de Mercadona. No cobramos honorarios al comprador: ) Ideal para tí, que estas buscando algo cómodo, sin necesidad de reformar, luminoso y tranquilo. Es una Segunda planta EXTERIOR sin ascensor, justo para que te mantengas activo todos los días. Es muy luminoso, en todas las estancias y cuenta con salón independiente con terraza a la misma calle, cocina también independiente y con una terraza que te da mucha vida a la hora de tender la ropa, un baño reformado con plato de ducha, y tres dormitorios. Cuenta con buenos Armarios empotrados, buen vecindario y listo para entrar a vivir. ¿has visto el tour Virtual?  Por tan 185.000€ mas impuestos, esta vivienda es tuya: ) Mi nombre es Juan, Teléfono 669 39 32 seis cuatro, estaré encantado de poderte resolver cualquier duda al respecto, podemos quedar y te lo muestro online, o si ya lo has visto, podemos concertar una visita cuando quieras y lo vemos in situ, en la vivienda. Consejo: Tanto si compras como si vendes tu casa, pregunta siempre si cobran honorarios al comprador, IFRALA INMOBILIARIA NO COBRA HONORARIOS AL COMPRADOR; ) IFRALA Inmobiliaria cuenta con los siguientes: - Cerrajeria propia, cambio de Cerradura, apertura de puertas... 24h. - Mudanzas, - Certificado Energético, Obligatorio para alquilar o vender su vivienda, - Reportaje Fotográfico Profesional y Tour Virtual - Reformas, - Hipotecas, - Abogados, herencias, todo lo que necesite. - Auxiliares de Limpieza por horas, jornada parcial o total. - Técnicos (fontanero, Electricista, Calderas de Gas, Aire acondicionado, Electrodomésticos) 24 horas. - Toldos, presupuesto sin compromiso. - Home Staging Decoración. Solo tiene que decirnos qué necesitas y nosotros nos encargaremos de ayudarle.",True,good,False,2033.0,{'typology': 'flat'},"{'subtitle': 'Centro, Colmenar Viejo', 'title': 'Piso en Calle de Puerto Rico, 7'}",True,False,True,False,,False,False,22000384,2,True,Centro,,False,,,
945,20,100207067,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/b5/f4/1145652989.jpg,30,335000.0,flat,sale,115.0,2,2,"Calle del Condado de Treviño, 2",Madrid,Madrid,es,40.4764532,-3.6721749,True,https://www.idealista.com/inmueble/100207067/,1782,"Town & Country Madrid vende bajo en urbanización de prestigio en calle Condado de Treviño 2. Piso bajo, actualmente oficina sin uso, con licencia y permiso de obras para cambio de uso Residencail recien otorgada por urbanismo. proyecto aprovado y visado, posibilidad de realizar modificaciones al proyecto. Oficina para reformar en piso 2 dormitorios y 2 baños Bajo en zona de urbanización tranquila, sin apenas paso de vecinos y muy tarnquila. Excelente exposición solar. Con dos entradas independientes, una por el portal y otra directamente desde la calle. Urbanización con todo tipo de servicios: Piscina verano, Piscina climatizada, pádel, tenis, gimnasio, sauna, salas usos múltiples. seguridad 24 horas, conserje diario en cada torre, zonas comunes. Interesante opción para comprar, reformar y alquilar. Zona muy demandada de compra y alquiler.   Muy bien comunicada, M30, Arturo Soria, Metro Pinar de Chamartin y Bambu, zona comercial, todos los servicios Para más información y visitas contacte con  Town&Country Madrid. Teléfono y Whataasp.",True,renew,False,2913.0,{'typology': 'flat'},"{'subtitle': 'Costillares, Madrid', 'title': 'Piso en Calle del Condado de Treviño, 2'}",True,False,False,False,,False,False,EO04,bj,True,Ciudad Lineal,Costillares,True,,,
946,21,102823811,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/12/f7/1168543115.jpg,21,140000.0,flat,sale,51.0,1,1,Calle Lenguas,Madrid,Madrid,es,40.3450599,-3.7002759,False,https://www.idealista.com/inmueble/102823811/,13559,"FUTURHOUSE SERVICIOS INMOBILIARIOS. Calle Parvillas altas 7 Local 2 Piso en CUARTA planta CON ASCENSOR cerca de Metro y Renfe de Villaverde alto. Dispone de salón-comedor, cocina amueblada, baño con plato de ducha y un dormitorio con armario empotrado. Suelos de parquet tipo roble, ventanas de aluminio climalit, puertas macizas tipo haya, calefacción y aire acondicionado por conductos. Dispone de Plaza de garaje y Trastero. Zonas comunes con pequeño parque, PISCINA y zona de Gimnasio Zona con buena comunicación. La zona es privilegiada porque tienes a mano farmacias, bancos, supermercados y fruterías, para estar equipado con todo lo que necesites del día a día. Muy próximo ( 5 minutos) a la estación de Renfe y Metro de Villaverde Alto, con trenes directos a Atocha, Sol y Alcobendas-San Sebastián de Los Reyes, Colmenar Viejo, Parla, Fuenlabrada, Humanes de Madrid y Móstoles. Próxima también a incorporaciones a carreteras A-42, M-45 y M- 50. Llámanos y ven a visitar la casa... ! le va a encantar. Ven a ver la vivienda y si necesitas financiación nosotros te gestionamos tu hipoteca dándote las mejores condiciones y haciéndote un estudio financiero acorde a tus posibilidades. FUTURHOUSE SERVICIOS INMOBILIARIOS. Calle Parvillas altas 7.",True,good,False,2745.0,{'typology': 'flat'},"{'subtitle': 'Villaverde Alto, Madrid', 'title': 'Piso en Calle Lenguas'}",True,False,False,False,,False,False,,4,True,Villaverde,Villaverde Alto,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
947,22,102660477,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/6d/28/1162986315.jpg,29,185000.0,flat,sale,89.0,3,1,Calle Río Segre s/n,Madrid,Móstoles,es,40.314374,-3.8788591,True,https://www.idealista.com/inmueble/102660477/,23359,"Es la décima y última planta, de modo que tendrás toda la tranquilidad y descanso que desees.  Su exposición Este/Oeste le permite disfrutar de luz y sol durante todo el día. Es un piso de 89 m2 (83 m2 de vivienda y 6 m2 de trastero) para entrar a vivir, si bien admite multitud de posibilidades para reformarlo a tu gusto y poder diseñar tu hogar como más te apetezca. Puedes hacerte una idea gracias a nuestros planos.  Todas las estancias son exteriores. Está distribuida en hall, amplia cocina con tendedero totalmente equipada (con frigorífico, lavadora y baldosas nuevas), salón-comedor con aire acondicionado, terraza de 7 m2, 3 dormitorios y baño completo con plato de ducha nuevo.  La vivienda dispone de trastero incluido en el precio, doble acristalamiento y suelo de tarima sobre el antiguo parquet. La calefacción y el agua caliente son centrales y están incluidas dentro de los gastos de Comunidad. Los muebles de la vivienda, si interesan al comprador, se quedarían en el piso sin incremento del precio. La finca cuenta con 2 ascensores, zonas ajardinadas y carece de barreras arquitectónicas. Forma parte de una urbanización construida en 1987 y en perfecto estado. Lo tendrás todo a mano, porque su ubicación es óptima. Rodeada de colegios y comercios, a cinco minutos andando del Hospital Universitario de Móstoles, un Mercadona, un Ahorra Más y una Farmacia 24 horas. La vivienda está excelentemente comunicada, a ocho minutos andando del metro Hospital de Móstoles (línea 12) y con multitud de líneas de autobús alrededor de la vivienda que enlazan entre otros destinos con Madrid y el intercambiador de Príncipe Pío: 5, 524, 529, 529A, 529H, 531, 531A, N505.",True,good,False,2079.0,{'typology': 'flat'},"{'subtitle': 'Suroeste, Móstoles', 'title': 'Piso en Calle Río Segre s/n'}",True,False,False,False,,False,False,,10,True,Suroeste,,True,,,
948,23,101263161,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/2e/29/1129033909.jpg,1,97000.0,flat,sale,56.0,2,1,Calle de la Fuente s/n,Madrid,Madrid,es,40.3459571,-3.7085344,True,https://www.idealista.com/inmueble/101263161/,13527,"DÚPLEX OCUPADO POR PERSONA SIN JUSTO TÍTULO (Antiguo deudor hipotecario)ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESAmplia y luminosa vivienda tipo dúplex de 56 m², según Catastro, más 6 m² de trastero y 26 m² de elementos comunes. La vivienda está distribuida en dos plantas y cuenta con dos dormitorios, salón-comedor, cocina, un aseo y un cuarto de baño. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Es una 2ª Planta en un bloque en buen estado de conservación con ascensor. Bien ubicado en el barrio de Villaverde Alto, al sur de Madrid. Muy bien comunicado por carretera y transporte público. Junto a varias paradas de autobús y próximo a la estación de Cercanías Renfe de 'Puente Alcocer'. Todo tipo de servicios e infraestructuras en la zona como comercios, supermercados, farmacias, restaurantes...",False,good,False,1732.0,{'typology': 'flat'},"{'subtitle': 'Villaverde Alto, Madrid', 'title': 'Piso en Calle de la Fuente s/n'}",False,False,False,False,,False,False,6435-2023,2,,Villaverde,Villaverde Alto,True,,,
949,24,102995754,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/cf/2e/1174492954.jpg,26,350000.0,flat,sale,75.0,3,1,Calle de Torres Miranda,Madrid,Madrid,es,40.3995893,-3.7023777,False,https://www.idealista.com/inmueble/102995754/,7548,"¿Estás buscando una vivienda reformada para entrar a vivir? Esta puede ser tuya. Cuenta con mucha luz natural, ya que es una séptima planta en un edificio de 8 plantas. Tiene una ubicación inmejorable, cerca de Madrid Río, con todos los servicios a mano y con fácil salida a la M-30 y A-42. La vivienda dispone de 3 dormitorios, el principal de grandes dimensiones con armarios empotrados, un cuarto de baño completo con plato de ducha. Cocina cuenta con un tendedero. Salón -comedor con un gran ventanal que hace que sea muy luminoso. Opcionalmente por 28.000€ se puede adquirir una plaza de garaje para coche grande (no se encuentra ubicada en el mismo edificio, se encuentra en un edificio colindante) la plaza es de esquina y solo linda por un lado. CARACTERÍSTICAS GENERALES: La vivienda se encuentra reformada, tiene cambiada la electricidad, fontanería, cocina, baño, la carpintería interior toda de madera lacada en blanco, la carpintería exterior es de aluminio tipo climalit de gran aislamiento acústico y térmico. Todas las ventanas son oscilobatientes. Persianas. Suelos de parquet en toda la casa a excepción del baño y cocina que son de gres. Calefacción de gas natural por radiadores. Aire acondicionado por Split en dormitorio principal y salón con bomba de frio/calor. Armarios empotrados en dormitorio principal y pasillo. Pintura en gotelé.  PARA ENTRAR A VIVIR. NO PIERDAS LA OPORTUNIDAD, LLAMA Y COORDINA UNA VISITA, TE ENCANTARÁ. TE BUSCAMOS FINANCIACIÓN A TU MEDIDA.",False,good,False,4667.0,{'typology': 'flat'},"{'subtitle': 'Chopera, Madrid', 'title': 'Piso en Calle de Torres Miranda'}",False,False,False,False,,False,False,PISO_397,7,True,Arganzuela,Chopera,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 28000.0}",,
950,0,102995754,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/cf/2e/1174492954.jpg,26,350000.0,flat,sale,75.0,3,1,Calle de Torres Miranda,Madrid,Madrid,es,40.3995893,-3.7023777,False,https://www.idealista.com/inmueble/102995754/,7548,"¿Estás buscando una vivienda reformada para entrar a vivir? Esta puede ser tuya. Cuenta con mucha luz natural, ya que es una séptima planta en un edificio de 8 plantas. Tiene una ubicación inmejorable, cerca de Madrid Río, con todos los servicios a mano y con fácil salida a la M-30 y A-42. La vivienda dispone de 3 dormitorios, el principal de grandes dimensiones con armarios empotrados, un cuarto de baño completo con plato de ducha. Cocina cuenta con un tendedero. Salón -comedor con un gran ventanal que hace que sea muy luminoso. Opcionalmente por 28.000€ se puede adquirir una plaza de garaje para coche grande (no se encuentra ubicada en el mismo edificio, se encuentra en un edificio colindante) la plaza es de esquina y solo linda por un lado. CARACTERÍSTICAS GENERALES: La vivienda se encuentra reformada, tiene cambiada la electricidad, fontanería, cocina, baño, la carpintería interior toda de madera lacada en blanco, la carpintería exterior es de aluminio tipo climalit de gran aislamiento acústico y térmico. Todas las ventanas son oscilobatientes. Persianas. Suelos de parquet en toda la casa a excepción del baño y cocina que son de gres. Calefacción de gas natural por radiadores. Aire acondicionado por Split en dormitorio principal y salón con bomba de frio/calor. Armarios empotrados en dormitorio principal y pasillo. Pintura en gotelé.  PARA ENTRAR A VIVIR. NO PIERDAS LA OPORTUNIDAD, LLAMA Y COORDINA UNA VISITA, TE ENCANTARÁ. TE BUSCAMOS FINANCIACIÓN A TU MEDIDA.",False,good,False,4667.0,{'typology': 'flat'},"{'subtitle': 'Chopera, Madrid', 'title': 'Piso en Calle de Torres Miranda'}",False,False,False,False,,False,False,PISO_397,7,True,Arganzuela,Chopera,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 28000.0}",,
