,level_0,index,propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,highlight,labels,newDevelopmentFinished
1130,1130,5,100593942,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/b9/1b/1092904991.jpg,FHOG-1975,23,bj,110500.0,flat,sale,62.0,False,2,1,Calle Gómez de Arteche,Madrid,Madrid,Carabanchel,es,Buena Vista,40.3686071,-3.7542217,False,https://www.idealista.com/inmueble/100593942/,4664,". - SIN COMISIÓN DE AGENCIA. - Este piso a reformar en su totalidad se encuentra en Calle Gómez de Arteche, 28044, Madrid, Madrid, en la planta bajo.  Es un piso, construido en el año 1961, que tiene 62 m2 y dispone de 2 habitaciones y 1 baños. El inmueble cuenta con una superficie de 62 m² construidos distribuidos en dos habitaciones, salón-comedor, cocina y un baño completo con plato de ducha. La vivienda tiene luz natural y suelos de parquet.  Ubicado en los bajos del edificio, sin ascensor.  Cuenta con todos los servicios necesarios a su alrededor, como la Academia y Escuela de Tecnificación de Fútbol Fdefutbol, supermercados, bancos, bibliotecas, farmacias, centros deportivos y la estación de metro Carabanchel Alto. Cuenta con fácil acceso a M-40. Soluciones a su medida.",False,renew,False,False,1782.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso en Calle Gómez de Arteche'}",True,False,False,False,False,False,,,,
1131,1131,6,103364449,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/13/50/1187179216.jpg,1158-GES-OR213200,36,1,242000.0,flat,sale,96.0,True,3,2,Avenida de Lisboa,Madrid,Alcorcón,Parque Lisboa - La Paz,es,Parque Lisboa - La Paz,40.3518643,-3.8170947,False,https://www.idealista.com/inmueble/103364449/,4665,"Amplia y acogedora vivienda que te sorprenderá por su luminosidad y amplitud.  Situada en una de las zonas más demandadas de Alcorcón, esta propiedad es perfecta para aquellos que buscan un hogar familiar en un entorno tranquilo y bien comunicado.  Con una distribución funcional y espacios bien aprovechados, esta vivienda te ofrece la comodidad y el confort que estás buscando. La propiedad cuenta con una cocina moderna y equipada, un amplio salón con mucha luz natural, 3 habitaciones espaciosas y confortables con 2 baños, uno de ellos con jacuzzi y columna de hidromasaje. Además, dispone de una terraza con vistas despejadas, ideal para disfrutar de momentos de relax al aire libre. La finca dispone de portero físico, y acceso y apertura automáticos para personas con discapacidad. Además, la ubicación de esta propiedad es inmejorable, con todo tipo de servicios y comercios a pocos minutos a pie. También cuenta con excelentes conexiones de transporte público, lo que te permitirá desplazarte fácilmente.  No pierdas la oportunidad de adquirir esta maravillosa vivienda en una de las zonas más exclusivas de Alcorcón. ¡Ven a visitarla y enamórate de tu nuevo hogar! Posibilidad de financiación máxima.",False,good,False,True,2521.0,{'typology': 'flat'},"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Piso en Avenida de Lisboa'}",True,False,True,True,False,False,,{'groupDescription': 'Destacado'},,
1132,1132,7,103550182,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/35/f7/1193038408.jpg,2431,22,2,239900.0,flat,sale,110.0,True,4,2,Calle PORTO COLON,Madrid,Alcorcón,Parque Lisboa - La Paz,es,Parque Lisboa - La Paz,40.3494696,-3.8190419,False,https://www.idealista.com/inmueble/103550182/,4666,"¡GRUPO INMOBILIARIO VENDE EN EXCLUSIVA MAGNÍFICA VIVIENDA EN UNA DE LAS MEJORES ZONAS DE ALCORCÓN, EL PARQUE DE LISBOA!  Grupo Inmobiliario vende fantástico pisazo de 109 m. en una de las mejores y privilegiada zona de Alcorcón, al lado del polideportivo avda. de Lisboa, rodeada de todos los servicios, aparte de otros comercios está cerca del centro comercial Hipercor, centros escolares, zonas amplias, parques y jardines, a solo 1 minuto de la parada de metro de Parque Lisboa, a seis minutos de la Renfe de San José de Valderas y de todas las líneas de autobuses. Encontramos esta finca de 9 plantas, con dos ascensores por escalera y portero físico. Esta maravillosa vivienda es una 2ª planta con altura de 4º, muy bien distribuida, la cual podemos poner a nuestro gusto. Según entramos tenemos un amplio recibidor, una maravillosa cocina con office, un gran salón con salida a una maravillosa terraza abierta donde poder poner una gran mesa y sillas, un pasillo del que salen 4 fantásticos dormitorios y dos baños completos reformados hace unos 10 años. La vivienda dispone de calefacción central. ¡NO LO PIENSES MAS! ¡VEN A VERLO! ¡NO PIERDAS LA OPORTUNIDAD DE VIVIR EN UNA DE LAS MEJORES ZONAS DE ALCORCÓN!.",False,good,False,True,2181.0,{'typology': 'flat'},"{'subtitle': 'Parque Lisboa - La Paz, Alcorcón', 'title': 'Piso en Calle Porto Colon'}",True,False,False,False,False,False,,,,
1133,1133,8,103516487,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/55/76/1191962233.jpg,RP1962023121922,24,1,169000.0,flat,sale,104.0,True,3,1,El Naranjo,Madrid,Fuenlabrada,El Naranjo,es,,40.2978959,-3.8086071,False,https://www.idealista.com/inmueble/103516487/,4667,"Piso en El Naranjo. Redpiso Loranca vende piso en una de las mejores zonas de Fuenlabrada con todos los servicios necesarios, colegios, institutos, centros comerciales, farmacias, centro de salud y autobuses, buena comunicación con carreteras. La vivienda está para entrar a vivir, cuenta con tres dormitorios, salón de paso, cocina amplia, terraza cerrada, y cuarto de baño con plato de ducha.  Asesórate y no dudes en visitarlo. –.",False,good,False,True,1625.0,{'typology': 'flat'},"{'subtitle': 'El Naranjo, Fuenlabrada', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
1134,1134,9,103461899,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/92/15/1190274468.jpg,RP1512023121774,53,1,379000.0,flat,sale,90.0,True,3,2,barrio Prado de Santo Domingo,Madrid,Alcorcón,Prado de Santo Domingo,es,Prado de Santo Domingo,40.3363846,-3.8253424,False,https://www.idealista.com/inmueble/103461899/,4667,"¿Busca una vivienda con jardín y con dormitorios en planta? Siga leyendo, ¡es su oportunidad! Estupendo jardín de 44 m2. Redpiso Retamas le ofrece ésta cómoda vivienda en una de las mejores zonas de Alcorcón. Se encuentra distribuida en: Hall recibidor con armario empotrado, dando un espacio extra de almacenaje. Dando paso a un amplio salón con salida a terraza y patio trasero, ideal para disfrutar con su familia o amigos de un espacio al aire libre. Cocina con rincón office y salida a tendedero cubierto. 1 baño completo y 3 dormitorios, cada uno de ellos con armario empotrado. El dormitorio principal, cuenta con baño completo en suite. La urbanización dispone de piscina comunitaria, plaza de garaje y trastero. En cuanto a la zona, destacar la cercanía a todo tipo de comercios, restaurantes, supermercados, parques, escuelas infantiles y colegios. Un lugar donde sentirse cómodo, puesto que tendrá todo tipo de servicios, al alcance de su mano. ¡Contáctanos hoy mismo para programar una visita! FINANCIACION CON DE NUESTRO DEPARTAMENTO FINANCIERO DCREDIT. Disponemos de visita virtual en nuestra página web. ""Redpiso, tu hogar nuestro compromiso"". *El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,True,4211.0,{'typology': 'flat'},"{'subtitle': 'Prado de Santo Domingo, Alcorcón', 'title': 'Piso'}",False,False,True,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Top'},,
1135,1135,10,100405817,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/17/fc/1084276474.jpg,3229-BS,25,2,236000.0,flat,sale,105.0,True,4,2,San Isidro,Madrid,Getafe,San Isidro,es,,40.3036658,-3.726983,False,https://www.idealista.com/inmueble/100405817/,4669,"C. R. HOMES INMOBILIARIA VENDE AMPLIA VIVIENDA DE 105 m2 CON 4 DORMITORIOS Y 2 BAÑOS EN GETAFE CENTRO. Se trata de una vivienda de 105 M2, se distribuye en gran SALÓN-COMEDOR con despacho independiente separado por puertas correderas, COCINA independiente totalmente amueblada y equipada, gran ARMARIO EMPOTRADO en pasillo, la vivienda cuenta con cuatro dormitorios, BAÑO con plato de ducha y aseo. Cuenta con las siguientes calidades: SUELO de TARIMA, PUERTAS MACIZAS de ROBLE, VENTANAS OSCILOBATIENTES CLIMALIT con ROTURA de PUENTE TÉRMICO, AIRE ACONDICIONADO por conductos y calefacción central incluida. Buena ubicación ya que se encuentra a escasos metros de la zona centro de Getafe donde podemos encontrar la arteria principal de Getafe (calle Madrid) en la que podemos encontrar: bancos, comercios, supermercados etc, cercano a la RENFE GETAFE CENTRAL (LINEA C-4) y parada de metro GETAFE CENTRAL (línea 12), múltiples paradas de autobuses en la zona. Fácil acceso a la autovía A-42 con conexión a la M-50, M-40, M-30 y M-45 con conexión con la A-4. ¡ APROVECHE LA OPORTUNIDAD! Gestionamos su compra de vivienda y su financiación, le ofreceremos un abanico de posibilidades de financiación de entre las cuales podrá elegir la que mejor se adapte a sus necesidades. No tendrá que preocuparse de nada, nos encargamos de toda la tramitación. BEATRIZ SAMPERE  También podemos atenderle presencialmente en nuestras oficinas: C. R. HOMES en GETAFE en Avenida de España 13 TLF  C. R. HOMES en PARLA en calle Pinto 38 TLF  C. R. HOMES en FUENLABRADA en Avenida de las Naciones 1 TLF  ESTAREMOS ENCANTADOS DE ATENDERLE. 房产中介C. R. HOMES 出售宽的房子跟105平方米, 位于赫塔菲城市中。这家有四房间，两个浴室， 客厅与餐厅，推拉门、设施齐全的独立厨房、走廊上的大型内置衣柜、房子有四间卧室、带淋浴和卫生间的浴室。它具有以下品质：木地板、实心橡木门、带热桥断裂的 CLIMALIT 倾斜窗户、管道空调和中央供暖系统。 地理位置优越，因为它距离赫塔菲市中心只有几米，在那里我们可以找到赫塔菲（马德里街）的主要动脉，在那里我们可以找到：银行、商店、超市等，靠近 RENFE GETAFE CENTRAL（LINEA C - 4) 和 GETAFE CENTRAL 地铁站（12 号线），该地区有多个巴士站。 可轻松前往 A-42 高速公路，连接 M-50、M-40、M-30 和 M-45，连接 A-4。 您不要犹豫，访问它！ 我们管理您的购房及其融资，我们将为您提供一系列融资可能性，您可以从中选择最适合您需求的一种。 您不必担心任何事情，我们负责所有处理。 无需承诺即可索取信息！ 中文服务电话: (也微信).",True,good,False,True,2248.0,{'typology': 'flat'},"{'subtitle': 'San Isidro, Getafe', 'title': 'Piso'}",True,False,True,False,False,False,,{'groupDescription': 'Top'},,
1136,1136,11,102752684,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/be/6a/1166126571.jpg,RP1602023119191,17,bj,135000.0,flat,sale,72.0,True,2,1,barrio Zona Centro Joven,Madrid,Alcorcón,Centro,es,Zona Centro Joven,40.3439705,-3.8225392,False,https://www.idealista.com/inmueble/102752684/,4670,"¡REDPISO ALCORCÓN CENTRO VENDE VIVIENDA EN URBANIZACIÓN SIERRA DE ALCUBIERRE! DISTRIBUICIÓN: 72m2 construidos, Hall de Entrada, Cocina, Salón Amplio de Paso, Pasillo Distribuidor, 2 dormitorios (2 dobles), baño con bañera. PLANTA BAJA CALIDADES: Acceso para personas con Movilidad Reducida, Ventanas Aluminio, Suelo Parquet y Tarima, Paredes en Gotelé, Fontanería y Electricidad actualizado, Calefacción y Agua Central y Puertas de Madera. GASTOS APROXIMADOS: Comunidad: 100€ - IBI: 480€ UBICACIÓN: Se encuentra en una zona residencial con diversos Parques, Centros de Salud, Instituciones Educativas, así como Supermercados, Farmacias, etc. Por otro lado, encontraremos, en un radio de 500m aprox. Metro y diferentes líneas de Autobuses. CONTAMOS CON NUESTRO PROPIO DEPARTAMENTO FINANCIERO “DCREDIT” PARA OFRECERLES EL MEJOR ASESORAMIENTO A SU MEDIDA. CONFÍA EN LA MARCA, MÁS DE 20 AÑOS TRABAJANDO CON PERSONAS. * Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. En el precio de venta al público NO incluye el mobiliario, electrodomésticos, enseres, vehículos o cualquier otro bien mueble que aparezcan en las fotografías salvo pacto entre comprador y vendedor. El precio NO incluye el Impuesto de Trasmisiones Patrimoniales (Max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios por intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,True,1875.0,{'typology': 'flat'},"{'subtitle': 'Zona Centro Joven, Alcorcón', 'title': 'Piso'}",False,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
1137,1137,12,102049151,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/61/3f/1145105047.jpg,,13,4,123000.0,flat,sale,65.0,True,3,1,Plaza Sierra de Gredos,Madrid,Alcorcón,Centro,es,Zona Centro Joven,40.346668,-3.8210553,False,https://www.idealista.com/inmueble/102049151/,4673,"-Torres Bellas- Grupo Inmobiliario Ares vende en Alcorcón, Plaza Sierra de Gredos, piso de 65 m2 construidos, compuesto por 2 dormitorios ( anteriormente 3), 1 baño, salón y cocina. Cuarta planta sin ascensor, todo exterior y muy luminoso. Zona muy bien comunicada, rodeada de todos los servicios necesarios, junto a la parada de metro ""Parque Lisboa"" Solicite visita sin compromiso. * Esta publicación no es contractual y puede contener errores* Grupo Inmobiliario Ares, fue fundado hace más de una década y dirigido por profesionales del sector inmobiliario con más de 25 años de trayectoria.  Desde el inicio nos basamos en una única idea: aplicar las mejores técnicas de venta, haciendo suyas los fundamentos de honradez, integridad y ética. Nuestra política de mejora diaria está en conocer y analizar el grado de satisfacción de cada unos de nuestros clientes. Por eso nuestro compromiso personal es garantizarle su tranquilidad en todas las fases de la compraventa.  Confíe la compra de su nueva casa a Grupo Inmobiliario Ares, teniendo a su disposición la empresa más profesional y eficaz del sector, según clientes, con un método de trabajo único e innovador.  Bienvenido a casa.",False,good,False,False,1892.0,{'typology': 'flat'},"{'subtitle': 'Zona Centro Joven, Alcorcón', 'title': 'Piso en Plaza Sierra de Gredos'}",False,False,False,False,False,False,,,,
1138,1138,13,103418688,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/9e/f3/1188933743.jpg,,10,1,120000.0,flat,sale,68.0,True,3,1,Calle de Leganés,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,,40.289774,-3.7920075,False,https://www.idealista.com/inmueble/103418688/,4673,"ESPECIAL INVERSORES - FINKASA vende vivienda alquilada en la zona centro de Fuenlabrada, la vivienda consta de tres dormitorios, baño completo con ducha, cocina amueblada con electrodomésticos y salón-comedor con salida a una terraza. La vivienda tiene suelos de parquet, paredes gotelé, puertas oscuras y puerta de seguridad. VIVIENDA CON INQUILINOS, IDEAL PARA INVERSORES. NO SE PUEDE VISITAR. Si está interesado en la vivienda, póngase en contacto y concertamos una visita. REF_ 2093.",False,good,False,False,1765.0,{'typology': 'flat'},"{'subtitle': 'La Avanzada - La Cueva, Fuenlabrada', 'title': 'Piso en Calle de Leganés'}",False,False,False,False,False,False,,,,
1139,1139,14,102517150,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/5b/72/1159703720.jpg,VMF14 - Olivo,32,2,192000.0,flat,sale,98.0,True,3,2,Calle Olivo,Madrid,Getafe,Getafe Centro,es,,40.3039689,-3.7265537,False,https://www.idealista.com/inmueble/102517150/,4678,"Se encuentra en una SEGUNDA PLANTA CON ASCENSOR Y EXTERIOR. La vivienda está ubicada en la zona de San Isidro (a 3 minutos del ayuntamiento), cercana a todo tipo de servicios como colegios, supermercados, parques, centro de salud, etc. Bien comunicada a través de diversos tipos de transporte, tales como Renfe (Getafe Central), Metro Sur (L 12) Getafe Central y autobuses tanto urbanos (1, 6) como interurbanos (441), comunicándonos con Madrid capital en apenas 15 minutos, así como por carretera, a través de la A-42, A-4 Y M-406. Se encuentra en una SEGUNDA PLANTA CON ASCENSOR Y EXTERIOR. La vivienda dispone de 3 dormitorios y cuenta con una superficie construida de 98 m2. La distribución de la vivienda es: Recibidor Cocina independiente Salón-comedor ampliado a terraza. 1 Baño completo con ventana y bañera. 1 Baño con plato de ducha. 3 dormitorios. La vivienda se encuentra para entrar a vivir.  Cuenta con calidades como: Suelos son de gres. Ventanas son de aluminio blanco climalit (en algunas estancias son oscilobatientes) Paredes en gotelé. Dispone de calefacción de gas natural (dado de baja) Dispone de aire acondicionado con bomba de calor.   Vivienda Madrid inmobiliaria oficina de Getafe cuenta con la experiencia y mejor servicio para todos nuestros clientes. Disponemos de 26 oficinas en toda la Comunidad de Madrid y nos avalan más de 22 años de experiencia en el sector inmobiliario. Estamos especializados en compraventas, alquileres, trámites de herencias y cambios de domicilios. Valoraciones gratuitas y sin compromiso de inmuebles, asesorando a nuestros clientes de forma personalizada. Le esperamos en Calle Canario, 1 de Getafe o recibir más información en el teléfono o al  Horario comercial de lunes a viernes por la mañana de 9:30 a 14:00, y por la tarde de 17:00 a 20:30. Sábados de 10:00 a 14:00.",True,good,False,True,1959.0,{'typology': 'flat'},"{'subtitle': 'Getafe Centro, Getafe', 'title': 'Piso en Calle Olivo'}",False,False,False,False,False,False,,,,
1140,1140,15,103343589,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/86/91/1186510680.jpg,CG-50048-0001,19,8,179000.0,flat,sale,84.0,,3,1,Centro,Madrid,Fuenlabrada,Centro,es,,40.2909062,-3.7955109,False,https://www.idealista.com/inmueble/103343589/,4680,"Piso de 84 m² en venta, de 3 dormitorios situado en la localidad de Fuenlabrada, provincia de Madrid. Construido en 1977, este piso dispone de una superficie de 84 m² y se distribuye en salón-comedor, cocina independiente amueblada con armarios altos y bajos, 3 dormitorios, 1 baño y terraza, listo para convertirse en su próxima vivienda en propiedad. Buenas comunicaciones, a pocos minutos de la estación de tren, con paradas de autobús próximas con la línea 4 y mediante el acceso viario M-506. La zona dispone de equipamiento variado, centro de salud, centro comercial, supermercado, colegio, instituto, etc. Con los servicios de Solvia podrá encontrar la vivienda que necesita. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,True,2131.0,{'typology': 'flat'},"{'subtitle': 'Centro, Fuenlabrada', 'title': 'Piso'}",True,False,False,False,False,False,,{'groupDescription': 'Destacado'},,
1141,1141,16,102905053,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/fa/fe/1171358615.jpg,1428-1183,33,2,150000.0,flat,sale,65.0,True,3,1,Extremadura,Madrid,Getafe,Juan de la Cierva,es,,40.3146665,-3.7191338,False,https://www.idealista.com/inmueble/102905053/,4681,"ALFA CHAMBERI pone a su disposición esta vivienda en Getafe, muy cercano a la UNIVESIDAD y muy bien comunicado con L-12 Juan de la Cierva y Estación de Cercanías Getafe Industrial y El Casar. Se trata de una segunda planta sin ascensor, distribuida en cocina independiente equipada, salón con pequeña terraza, baño completo y tres habitaciones. Carpintería exterior con cristal de climalit, calefacción individual por gas natural y aire acondicionado frio calor.  Ideal como inversión o entrar a vivir.  No dude en llamar para pedir más información y fijar una cita para poder verlo.",False,good,False,False,2308.0,{'typology': 'flat'},"{'subtitle': 'Juan de la Cierva, Getafe', 'title': 'Piso en Extremadura'}",True,False,True,False,False,False,,,,
1142,1142,17,103142267,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/6f/06/1179643747.jpg,CG-69578-0001,1,bj,202400.0,flat,sale,88.0,,4,1,barrio Valderas - Los Castillos,Madrid,Alcorcón,Valderas - Los Castillos,es,Valderas - Los Castillos,40.3557804,-3.8135737,False,https://www.idealista.com/inmueble/103142267/,4686,"Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Vivienda en venta de 90m² y 4 dormitorios ubicado en Alcorcón, Madrid, se ubica en la plaza la Coruña y muy cerca de la avd. Lisboa. La vivienda con sus 100 m², se distribuye así: salón, cocina, 4 dormitorios y 1 baño y terraza con vistas despejadas.Localizado en un tranquilo barrio residencial con numerosos servicios (parques, supermercados, clínicas, comercios diversos, farmacias, bancos, etc.). Dispone de muy buenas comunicaciones con paradas de autobús con distintas líneas como (2,513,560, N502) y con la estación de tren de San Jose de Valderas a unos pocos metros. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente. El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble. La Propiedad no responderá de/l (i) estado de conservación (ii) los vicios vistos y aparentes (iii) la regularización registral o catastral (iv) las discrepancias de cabida, que pudieran existir (v) la responsabilidad en la obtención de la cédula de habitabilidad del Inmueble, salvo que en la Comunidad Autónoma donde se ubique el Inmueble sea obligatoria su entrega y (vi) cualesquiera costes, gastos, honorarios, aranceles o tributos que se deriven de lo anterior. Si a fecha de venta, la Propiedad hubiese demandado judicialmente la ocupación, podría el adquirente subrogarse en dicha demanda, no pudiendo reclamar importe alguno a la Propiedad como consecuencia de ello, salvo por los honorarios de abogados y procuradores que hasta la fecha de la transmisión se hubiesen devengado que, en cualquier caso, serán por cuenta de éste. Si en la fecha de venta, la Propiedad hubiese interpuesto una denuncia penal, que se encontrase en curso, se comunicará al Juzgado la venta, apartándose la Propiedad del procedimiento como acusación particular.  El estado de ocupación y/o los impedimentos para que el inmueble pueda ser visitado libremente por los técnicos impedirían: i) su tasación oficial conforme exige la Orden ECO/805/2003, de 27 de marzo, por lo que el inmueble, mientras perdure la situación ocupacional, no podría ser hipotecado, en consecuencia, no podría constituirse financiación hipotecaria sobre este tipo de fincas, cuya adquisición requerirá el otorgamiento de otro tipo de garantías en caso de solicitarse financiación y ii) la obtención por parte de la propiedad del certificado de eficiencia energética. El precio de venta de este Inmueble se ha determinado en base a las anteriores circunstancias, que han supuesto un menor valor del mismo, y que deberán ser expresamente aceptadas por el adquirente en la formalización de la transmisión del Inmueble. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra. .",False,good,False,False,2300.0,{'typology': 'flat'},"{'subtitle': 'Valderas - Los Castillos, Alcorcón', 'title': 'Piso'}",False,False,False,False,False,False,,,,
1143,1143,18,103506776,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/22/d1/1193938001.jpg,RP2742023121881,49,2,254000.0,flat,sale,97.0,True,3,2,barrio Prado de Santo Domingo,Madrid,Alcorcón,Prado de Santo Domingo,es,Prado de Santo Domingo,40.3303906,-3.8264503,False,https://www.idealista.com/inmueble/103506776/,4686,"¡ REDPISO ENSANCHE SUR VENDE VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA (VPPB) COMPUESTA POR 3 DORMITORIOS, 2 BAÑOS COMPLETOS, AMPLIO SALÓN INDEPENDIENTE, COCINA CON TENDEDERO, 2 PLAZAS DE GARAJE, TRASTERO y PISCINA EN URBANIZACIÓN PRIVADA CON SERVICIO DE CONSERJERÍA! Exclusiva vivienda en ENSANCHE SUR en segunda planta, completamente reformada y con doble orientación (ESTE / OESTE), lo que garantiza una gran luminosidad a todas las estancias y favoreciendo así la ventilación cruzada. Está compuesta por 3 dormitorios (el principal de 16 m2) con zona de vestidor, 2 baños completos (uno de ellos en suite), salón independiente, cocina con tendedero, 2 plazas de garaje, trastero de gran capacidad y piscina. La vivienda ofrece unas magníficas calidades interiores, destacando los suelos de tarima en todas las estancias (incluyendo ambos baños y cocina), aire acondicionado en salón y dormitorio principal, paredes lisas en toda la vivienda, puertas de madera de roble lacadas en blanco (incluyendo armarios), cuadro eléctrico y puntos de luz cambiados y puerta de acceso blindada de alta seguridad con cerradura antibumping. En cuanto a la carpintería exterior, destacar que todas las ventanas son Climalit con rotura de doble puente térmico. Además, cuenta con toldos independientes en los dormitorios individuales.  ¡ LA VIVIENDA CUENTA CON DOS PLAZAS DE GARAJE, TRASTERO DE GRAN CAPACIDAD y PISCINA INCLUIDOS EN EL PRECIO!  Urbanización privada con servicio de conserjería, zonas verdes e infantiles. Con una ubicación excelente dentro de ENSANCHE SUR y todos los servicios necesarios para hacer de tu nueva vivienda una experiencia magnífica. Cuenta con guarderías, colegios desde Infantil a Bachillerato, líneas de autobús urbano (L2), e interurbano (511) hacia Madrid - Príncipe Pío, además de salida directa a M-50, supermercados como Alcampo, Mercadona, Lidl y servicios de restauración como Burger King, McDonald’s … ¡ FINANCIACIÓN HASTA EL 100%! No dudes en contactar con nosotros para concertar una visita ¡ MEJOR VER ! “Redpiso, tu hogar nuestro compromiso” * El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,True,2619.0,{'typology': 'flat'},"{'subtitle': 'Prado de Santo Domingo, Alcorcón', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Destacado'},,
